15,270
30.61510506006647,-96.35762462809495
30.6150303801994,-96.35762462805874
30.61495570033233,-96.35762462802253
30.614881020465262,-96.35762462798633
30.614806340598193,-96.35762462795013
30.614731660731124,-96.35762462791392
30.614656980864055,-96.35762462787771
30.614582300996986,-96.3576246278415
30.614507621129917,-96.35762462780531
30.614432941262848,-96.3576246277691
30.61435826139578,-96.35762462773289
30.61428358152871,-96.35762462769668
30.61420890166164,-96.35762462766047
30.614134221794572,-96.35762462762426
30.614059541927503,-96.35762462758805
30.613984862060434,-96.35762462755184
0,0
